"nome","resumo","coordenador"
"O USO DE PODCAST PARA DIVULGAÇÃO CIENTÍFICA E FORMAÇÃO ACADÊMICA E PROFISSIONAL","O projeto tem como objeto a divulgação científica e a difusão de temas relacionados aos estudos geográficos e áreas afins a partir do uso de um podcast. Trata-se da construção de um veículo de comunicação entre universidade e instituições com o público-alvo formados por estudantes e profissionais de diferentes níveis e áreas de atuação além de pessoas interessadas nas temáticas discutidas e apresentadas. O podcast se constitui uma excelente ferramenta para o debate de ideias e se faz oportuno pela facilidade de sua utilização e operação além do enorme alcance possível. O baixo custo necessário para a sua operação também é um atrativo aproveitando as plataformas gratuitas de oferta e divulgação. O podcast terá periodicidade quinzenal a princípio com possibilidade de oferecimento semanal após a sua consolidação. A duração prevista para cada episódio é em torno de 40 minutos com uma linguagem simples e acessível para o público externo. A avaliação do projeto ocorrerá baseada em análises métricas de acesso interações e alcance contando com as redes sociais como forma de contato e divulgação para o público-alvo. Espera-se com o desenvolvimento do projeto a aproximação entre universidade e sociedade civil além do aumento das interações acadêmicas entre professores e pesquisadores envolvidos. Outro resultado desejado é a identificação da divulgação científica como uma etapa importante dentro do processo de produção científica acadêmica e profissional.","Alexander Josef Sa Tobias Da Costa"
"OLHAR OCEANOGRÁFICO E CIÊNCIAS DO MAR","A carência de conhecimento e da influência dos oceanos no cotidiano das pessoas faz com que a sociedade brasileira não perceba os benefícios econômicos que a mesma traz para o desenvolvimento do país e da vida de cada um de nós. O projeto extensionista tem como principal objetivo fazer com que os estudantes trabalhem com o conteúdo das disciplinas oferecidas no curso de oceanografia da uerj de modo que possam refletir sobre os conhecimentos adquiridos e transformar em informações úteis para a consolidação da mentalidade marítima na sociedade brasileira. Somente com conhecimentos básicos das ciências do mar e potenciais benefícios econômicos será possível consolidar uma opinião pública amadurecida para o desenvolvimento da economia azul num país com mais de 8.500 km de litoral. Sem conhecimento claro e objetivo dificilmente a sociedade consegue acompanhar e fiscalizar o destino que é conferido para os recursos marinhos do brasil. Basicamente alguns dos principais tópicos das disciplinas estudadas e aprendidas pelos estudantes serão transformadas em artigos em linguagem de fácil entendimento social focando os princípios e os benefícios diretos que podem trazer para a economia e desenvolvimento social país. Os artigos produzidos são lançados no site olharoceanografico.Com que desde 2016 vez difundindo informações com uma média de mais de 8.500 visualizações mensais. A procura dos artigos se dá principalmente para países de língua portuguesa (brasil portugal guiné bissau angola moçambique macau etc...) mas também atinge países como eua inglaterra china espanha argentina dentre outros. O trabalho extensionista dos alunos é uma verdadeira ponte de preparação para a sua futura vida profissional de como transformar o conhecimento aprendido em benefício para sociedade.","David Man Wai Zee"
"AGENC - AGÊNCIA DE NOTÍCIAS CIENTÍFICAS","A agenc (agência de notícias científicas) é um projeto de extensão na área de jornalismo científico com foco na divulgação de pesquisas e projetos realizados pela uerj e na discussão de temas na área de ciência. Atua com um duplo objetivo: a divulgação científica para as comunidades externa e interna e a formação dos alunos de jornalismo e de relações públicas para esta importante área do jornalismo contemporâneo.","Fernanda Melo Da Escóssia"
"LABORATÓRIO DE PODCAST NARRATIVO","O laboratório de podcasts narrativos é um espaço de circulação análise e produção de podcasts e audiosséries neste gênero cada vez mais em voga – e com imenso potencial a ser explorado. A partir do investimento na narrativa jornalística com a incorporação de elementos de storytelling imersão e o desenvolvimento da voz autoral o laboratório permite ao comunicador exercer sua função social de organizar o caos informativo a partir da narrativa e da interpretação com criatividade. Em alinhamento com a proposta a artesania de sua produção – que convida ao ato presencial e ao diálogo dos afetos - é uma resposta aos ditames urgentes da criação automatizada por ias da comunicação assíncrona do apagamento do outro pelo digital. Um ferramental especialmente valioso para aproximar o público de temáticas sensíveis grupos minoritários e contra-hegemônicos iniciativas de divulgação científica. A proposta desta maneira é dividida em dois momentos: o primeiro é interno visando desenvolver na equipe a capacidade técnica e crítica para analisar e produzir podcasts narrativos. O segundo momento tem foco no público externo com o estabelecimento de parcerias com a comunidade além muros capacitando aqueles desejam narrar suas próprias histórias e colaborando para a qualificação do campo.","Andriolli De Brites Da Costa"
"A GENTE DA CIÊNCIA","Quem são as pessoas que fazem ciência e estão por trás das inovações tecnológicas que mudam nossas vidas? Na primeira fase do projeto com o objetivo de humanizar os cientistas e torná-los figuras mais próximas da população em geral o laboratório de áudio (audiolab) da faculdade de comunicação social da uerj desenvolveu uma série de perfis biográficos de cientistas brasileiros já falecidos em programetes de aproximadamente 5min. De duração. Cada programa traz a biografia de um pesquisador que se destacou em sua área de atuação enfatizando não só seus feitos como sua história de vida e trajetória. Produzimos 60 perfis e todos foram veiculados pela rádio mec am do rio de janeiro que tem transmissões pelo dial e pela internet e pelas rádio uerj e rádio ufrj ambas com transmissão pela internet. Com a desvalorização os ataques e dificuldades que a ciência brasileira enfrenta nesses últimos anos sentimos a necessidade de iniciar uma segunda fase do projeto com o objetivo de produzir reportagens jornalísticas sobre os projetos desenvolvidos atualmente por nossos cientistas nas mais diversas instituições de pesquisa brasileiras. Os avanços as descobertas as dificuldades e rotinas desses profissionais são nossa inspiração para produzir material relevante que possa contribuir para a valorização da ciência em nosso país. Todos os programetes e reportagens são disponibilizados para download gratuito no site do audiolab no perfil do audiolab no portal colaborativo radiotube acessado por ativistas de mais de 600 rádios comunitárias de todo o brasil multiplicando assim o alcance da iniciativa. “a gente da ciência - o rádio na divulgação científica e tecnológica” é um desdobramento do projeto “uerj no ar – o rádio como apoio à inclusão social e à difusão do conhecimento científico e tecnológico” também desenvolvido no audiolab. O projeto teve apoio da fundação carlos chagas filho de amparo a pesquisa do rio de janeiro (faperj) e do conselho nacional de desenvolvim","Gisele Vazquez Sobral"
"ESCOLA DE NARRADORES","Escola de narradores é um projeto que integra a produção do laboratório de audio (audiolab) da uerj. O objetivo principal é formar e manter equipes de transmissão esportiva na faculdade de comunicação social da uerj. Essa equipe composta por um narrador dois repórteres um comentarista um plantonista e um operador técnico é treinada para auxiliar em cursos desenvolver e refletir os atributos necessários para realizar uma transmissão esportiva. O projeto realiza em média três transmissões por semana e faz coberturas especiais de eventos esportivos como torneios nacionais e internacionais de diferentes modalidades como os jogos olímpicos de 2024. Em todas essas coberturas são abertas vagas para voluntários que queiram desenvolver o conhecimento e a prática nas transmissões esportivas contribuindo assim para a formação integral dos alunos. A primeira experiência do projeto mesmo antes de ser implantado oficialmente na uerj foi a cobertura da copa do mundo de 2022. Já superamos as 185 mil visualizações canal do audiolab no youtube (https://www.Youtube.Com/@uerjaudiolab) em parceria com o laboratório de estudos em mídia e esporte também ligado à faculdade comunicação. Já são mais de 30 torneios e mais de 380 partidas transmitidas levando essa produção para o público em geral e indicando o potencial do projeto. Cumprindo o papel da universidade pública na extensão do conhecimento o projeto realiza um curso sobre narração esportiva por semestre aberto ao público com 60 vagas sendo metade delas reservadas à população em vulnerabilidade social. O objetivo é aproximar a comunidade dessas reflexões e instigar transformações sociais através da construção coletiva de narrativas.","Filipe Fernandes Ribeiro Mostaro"
"ATELIÊ DO PODCAST","O laboratório de audio (audiolab) da fcs/uerj que é também uma unidade de desenvolvimento tecnológico (udt) funciona como local de ensino dos alunos da fcs fornecendo a oportunidade de experimentar linguagens formatos radiofônicos e pesquisar a aplicação de técnicas jornalísticas na produção em mídia sonora. O ateliê do podcast tem como objetivo principal fornecer os recursos para a produção do conteúdo sonoro produzido pela fcs. Essa ação possibilita um local de divulgação para o público externo de todo o trabalho realizado pelos alunos e docentes aproximando o que é refletido e produzido na universidade do grande público. Através dos bolsistas garantimos a continuidade dos podcasts com apoio na gravação roteirização e edição do material no audiolab. Na parte da extensão através de oficinas semestrais abertas ao público externo o projeto cria auxilia produz e edita podcasts em conjunto com os participantes das oficinas. O objetivo é apresentar a linguagem radiofônica para este público e indicar como ela pode ser a base de ações transformadoras na sociedade. Os temas dos programas já produzidos (https://shorturl.At/esvty) indicam a pluralidade e a diversidade presente na universidade elaboram um mosaico de narrativas que estimulam transformações sociais e contribuem para a construção de uma sociedade mais empática. O ateliê tem como meta nos próximos anos obter recursos através de instituições de fomento para ampliar sua capacidade de produção de podcast e consolidar parcerias com todos os cursos da uerj. Essa iniciativa colocaria a uerj como inovadora na divulgação científica. Cada curso teria um programa bimestral ocupando o espaço narrativo na “era da convergência” com a experiência que estamos acumulando na divulgação desses produtos com formatos inovadores e pautados em nossa metodologia (“ludens narrativo”(mostaro 2023)). Hoje temos parcerias com a nutrição turismo eduerj ffp e lampe lunar lacom e leme (udts da fcs)","Filipe Fernandes Ribeiro Mostaro"
"CINEMATÓGRAFO: A HISTÓRIA NOS FILMES","O podcast “cinematógrafo: a história nos filmes” objetiva o fomento e a divulgação de debates sobre as relações entre a história e as narrativas audiovisuais (séries filmes de longa-metragem festivais e outros formatos). Deste modo relaciona assuntos diversos da história do brasil e do mundo em sintonia com os pressupostos da história pública e digital que balizam a interação entre o conhecimento produzido em instituições de pesquisa e ensino e a sociedade em geral. O seu público-alvo é formado por pessoas interessadas nos temas debatidos que têm acesso aberto aos episódios por meio de plataformas digitais. Em particular o material produzido atrai professores de ensino fundamental médio e superior que podem se apropriar dos debates sobre temas caros ao espaço público contemporâneo - como homofobia racismo e autoritarismo - por meio de um veículo acessível e atraente. O podcast mantém um canal com seu público incentivando a interação dialógica de modo a receber retornos com sugestões de temas a serem abordados e/ou de aprimoramento do produto de forma a garantir que o conhecimento seja produzido com e para o público. O projeto é coordenado por três profissionais com experiência nas relações entre história e cinema sendo o proponente professor associado da uerj e os demais parceiros da uff e da espm; ainda conta com a participação de alunos das instituições envolvidas e de professores pesquisadores e outros profissionais de atuação no campo cultural convidados a gravar os episódios. Estruturado em programas mensais de aproximadamente 01 (uma) hora gravados nos estúdios da espm editados por bolsistas de extensão e veiculados em plataformas de streaming está alocado no núcleo de estudos sobre biografia história ensino e subjetividades (nubhes-uerj). Mantém parceria com o departamento de cinema e audiovisual da escola de propaganda e marketing (espm/rio) e o laboratório de história oral e imagem (labhoi-uff).","Carlos Eduardo Pinto De Pinto"
"“GALERIA PROVIDÊNCIA E LABORATÓRIO CAC/FCS: FAVELA E UNIVERSIDADE JUNTOS NA PROMOÇÃO DO DESENVOLVIMENTO HUMANO E URBANO POR MEIO DA ARTE”","O laboratório cac – comunicação arte e cidade da faculdade de comunicação social (fcs) da uerj com longa experiência em projetos em favelas do rio de janeiro firmou em 2023 uma parceria com a galeria providência um espaço dedicado à cultura e às artes visuais no morro da providência. Essa colaboração tem promovido ações extensionistas na comunidade que enfrenta desafios socioeconômicos ocupando uma das posições mais baixas no índice de progresso social do rio. Para o período 2025-2027 o cac propõe ampliar suas atividades por meio da elaboração de uma “cartografia-comunitária” desenhada pelos próprios moradores com foco na arte como ferramenta política e de ressignificação do espaço urbano especialmente o grafite. O objetivo é contribuir para a ampliação da visibilidade das iniciativas artísticas locais e fomentar discussões sobre o direito à ocupação dos espaços urbanos em esferas políticas institucionalizadas. Diante disso solicita-se a concessão de duas bolsas de extensão para viabilizar o projeto. A parceria visa dar sequência aos intercâmbios já estabelecidos entre moradores e estudantes da uerj (graduandos mestrandos e doutorandos) promovendo trocas de saberes entre a academia e a favela além de contribuir para a valorização da cultura e da memória da providência. Espera-se que as ações resultem para além dos intercâmbios culturais enriquecedores em políticas públicas que possam impactar positivamente a realidade da comunidade.","Cintia Sanmartin Fernandes"
"BADAUERJ","Badauerj é uma construção coletiva de 57 alunos de diferentes cursos da uerj. Durante a oficina do projeto de extensão escola de narradores observamos o desejo de aprofundar as investigações sobre o carnaval das escolas de samba do rio. Buscando preparar os discentes para a cobertura dessas manifestações culturais notamos a necessidade de maior interação e integração com as agremiações e seus integrantes produtores efetivos desses acontecimentos. A partir dessa ideia temos como objetivo principal deste projeto a produção de programas semanais (32 já produzidos) em formatos de mídia sonora sobre a preparação e engajamento no carnaval. Buscamos através dos voluntários ampliar a capacidade de cobertura e de integração com os moradores e participantes das localidades que produzem o carnaval. No primeiro ciclo do projeto (2023/24) com o selo samba365 abastecemos nosso instagram diariamente com efemérides sobre personalidades acontecimentos e instituições ligadas ao samba. Atualmente temos o dicionário iorubá toda segunda que apresenta expressões dessa cultura e sua relação direta com o cotidiano. E toda terça o badanews um jornal que traz notícias do mundo do samba e é produzido e apresentado pelos voluntários do projeto. Além do pioneirismo desta ação da contribuição da formação integral dos alunos ao estudar e vivenciar essas manifestações culturais o badauerj entende que o carnaval não é só fevereiro. Assim nos aprofundamos no imaginário dessas agremiações das origens desse ritmo e de seus participantes trazendo para o grande púbico histórias sons ritmos e ambientes que sustentam essa cultura tão presente no cotidiano carioca. O nome vem da expressão badauê que no idioma yorubá significa festa e celebração. Ao falar sobre samba umbilicalmente ligado à história dos pretos escravizados aproxima-se a comunidade dessas reflexões e instiga-se transformações sociais através da construção coletiva de narrativas.","Filipe Fernandes Ribeiro Mostaro"
"PODCAST PASSES E IMPASSES","O projeto tem como objetivo o desenvolvimento de um podcast o passes e impasses sobre temáticas pertinentes ao campo dos estudos sociais do esporte. Nesse sentido a principal proposta do projeto é levar o saber acadêmico produzido no âmbito da interface entre comunicação e esporte para o público em geral de forma reflexiva e acessível construindo e compartilhando coletivamente esse conhecimento. A primeira edição do passes e impasses foi publicada em 22 de outubro de 2019 e desde então já foram lançados 76 episódios sobre os mais diversos assuntos: cultura torcedora racismo e diversidade no esporte arenização psicologia esportiva e-sports marketing esportivo nacionalismos rivalidades idolatria dentre outros. O podcast é uma produção dos alunos da faculdade de comunicação social da uerj com a supervisão dos bolsistas qualitec e proatec do laboratório de estudos em mídia e esporte e dos professores coordenadores responsáveis por esse laboratório. O processo de elaboração de cada episódio envolve etapas de pré-produção produção e pós-produção envolvendo os graduandos de relações públicas e jornalismo nas dinâmicas profissionais de produção de um podcast bem como na leitura crítica de trabalhos acadêmicos (base da escrita dos roteiros). Válido salientar que desde a pandemia de covid-19 a gravação dos podcasts ocorre de forma remota o que possibilita a participação de convidados de diversas partes do país.","Fausto Amaro Ribeiro Picoreli Montanha"
"TECER PETRÓPOLIS: MEMÓRIAS DA INDÚSTRIA","O projeto “tecer petrópolis: memórias da indústria” tem avançado conforme o planejamento consolidando importantes etapas de pesquisa articulação institucional e produção de conteúdo. Foram desenvolvidos a identidade visual do projeto materiais gráficos e digitais além da coleta sistemática de documentos históricos fotografias entrevistas e fontes bibliográficas. A equipe realizou uma revisão do estado da arte organizou e tabulou os dados obtidos. Também foram produzidas cartografias e registros fotográficos que subsidiaram as primeiras publicações acadêmicas. O projeto coleta depoimentos de moradores vinculados à antiga companhia petropolitana de tecidos. Esses laços com a comunidade têm sido fundamentais para a construção coletiva da memória operária local. A colaboração com o centro cultural vereadora wilma borsato e com a associação em defesa dos mananciais do alcobaça (adma) tem se aprofundado com essas instituições participando ativamente das ações e sugerindo novas frentes de atuação conjunta. A coleta de dados segue em andamento incorporando entrevistas e materiais inéditos de fontes primárias ainda não registradas. A continuidade das atividades é essencial para ampliar e qualificar o acervo fortalecendo a preservação da memória operária e o reconhecimento do território de cascatinha como espaço histórico. Entre os objetivos em desenvolvimento estão: a construção do acervo digital a partir das fichas dos operários; análise de dados sobre a presença feminina e infantil nas fábricas; inserção colaborativa de legendas em imagens; criação de um acervo audiovisual; caminhadas de mapeamento afetivo; organização de exposições rotativas; realização de eventos temáticos; fortalecimento das ações com a adma e estímulo a visitas escolares. O projeto também busca lançar as bases para a criação do museu do território em cascatinha como desdobramento das ações de valorização da memória identidade e patrimônio cultural da região.","Patricia Regina Chaves Drach"
"VISUS DECOLONIAIS: FOTOGRAFIA E DIVERSIDADES","O projeto busca dar visibilidade a produções fotográficas que discutem temáticas ligadas raciais de gênero sexualidade memória e território no estado do rio de janeiro. Com base na análise dessas produções o projeto procura discutir e difundir essas imagens entendidas como parte de uma estratégia de auto-representação de corpos saberes territórios e modos de vida minorizados. O projeto é realizado no âmbito da graduação (cursos de jornalismo e de relações públicas) através do laboratório de fotografia da faculdade de comunicação social e da pós-graduação (grupo de pesquisa trama vinculado ao programa de pós-graduação em comunicação - ppgcom) e prevê ações conjuntas com os fotógrafos participantes através do do projeto no instagram de um site de rodas de conversa oficinas seminários e exposições articulando de forma indissociável ensino e pesquisa.","Fernando Do Nascimento Goncalves"
"FORTALECIMENTO E AMPLIAÇÃO DO ACESSO AO PROGRAMA DE PÓS GRADUAÇÃO EM CIÊNCIA E TECNOLOGIA DE MATERIAIS DO IPRJ-UERJ","O programa de pós graduação em ciência e tecnologia de materiais (ppgctm) do iprj-uerj atualmente é nota 3 pela capes na área das engenharias ii. Essa nota tem se repetido nas últimas três avaliações quadrienais da capes devido principalmente à falta de aderência (baixa demanda e grande evasão) de discentes). O programa está atuando de forma a implementar ações que impactem diretamente nos parâmetros e nas métricas utilizadas pela capes para a avaliação do programa para gerar condições que favoreçam a progressão para a nota 4 ou 5 em 2025. Uma das estratégias (em conjunto com inúmeras outras) em atual implementação é a divulgação sistemática ampla e diversificada das áreas de atuação e das linhas de pesquisa do ppgctm. Essa divulgação precisa utilizar de diferentes meios de comunicação e necessita de uma equipe melhor estruturada para organizar e implementar essa ação. Por isso se faz hoje necessário incluir estudantes de graduação que além de cumprir na prática a função de divulgação também terá a oportunidade de conhecer o ensino a pesquisa e a extensão por um outro ângulo podendo ser estimulados também a atuarem na área da docência e da pesquisa.","Verona Biancardi Aguiar"
"COMISSÃO DE COMUNICAÇÃO DO INSTITUTO DE PSICOLOGIA - UERJ","O uso de mídias digitais enquanto canais de comunicação vem contribuindo para a disseminação do conhecimento produzido nas instituições de ensino superior além de ser um importante recurso para a comunicação organizacional. Desse modo este projeto visa o desenvolvimento de atividades no setor de comunicação do instituto de psicologia (ip) da uerj com o intuito de qualificar e integrar os canais de comunicação deste instituto (boletim do ip instagram facebook site e youtube) que visam comunicar à comunidade interna e externa ao instituto eventos e informações relacionados à vida institucional","Carlos Eduardo Lourenço Dos Santos Nórte"
"CONECTANDO À FÍSICA: DIVULGAÇÃO CIENTÍFICA ATRAVÉS DAS MÍDIAS SOCIAIS","A compreensão de conceitos científicos e a relação destes com o dia a dia ainda é limitada para a maioria da população. Em grande parte isto deve-se ao uso de terminologia especializada que é desconhecida para o público em geral. Uma das estratégias fundamentais para abordar essa questão é a divulgação científica que consiste em apresentar temas científicos em linguagem acessível. A divulgação científica ganhou aliados poderosos com o surgimento das mídias sociais permitindo a interação e compartilhamento de conteúdo na era digital. O presente projeto tem como objetivo principal a promoção da divulgação científica buscando criar e compartilhar conteúdo científico de alta qualidade através do uso das mídias sócias destinado a um público não especializado. Os conteúdos abrangerão uma variedade de temas incluindo aplicações da física fenômenos físicos bem como pesquisas conduzidas por professores e estudantes no instituto de física da uerj. Além disso o projeto compartilhará vivências e experiências de pesquisadores atuantes em áreas relacionadas à física e ao ensino de física. A divulgação ocorrerá principalmente por meio de postagens e textos informativos em formatos e linguagem clara e simples.","Clara Johanna Pacheco"
"GEOPOP – DILVULGANDO A GEOGRAFIA DA POPULAÇÃO","O objetivo do projeto é promover uma divulgação online de termos e conceitos relacionados ao campo disciplinar da geografia da população. Trata-se de uma atividade pedagógica onde os discentes do curso de graduação em geografia poderão colaborar de forma continuada na construção de dois produtos: i) um glossário por meio da elaboração de verbetes no formato de textos virtuais que tragam definições de termos e conceitos caros à geografia da população; e ii) um perfil na rede social instagram que apresentará postagens sobre temas relacionados à disciplina incluindo conteúdo teórico mas também prático relacionado a temas da atualidade. A proposta é que o glossário online e o perfil instagram estejam disponíveis livre e gratuitamente podendo ser consultado por qualquer pessoa com acesso à internet. O glossário e o perfil instagram servirão portanto como recursos de difusão de conhecimento em geografia da população que atenda o público em geral especialmente alunos do ensino fundamental e médio e universitários de diferentes campos disciplinares.","João Carlos Carvalhaes Dos Santos Montei"
"LABORATÓRIO DE COMUNICAÇÃO INTEGRADA","Laboratório de extensão e de graduação em atividade desde 1995 o laboratório de comunicação integrada (lci) localizado no departamento de relações públicas da faculdade de comunicação social (fcs) congrega alunos bolsistas com formação acadêmica coordenadores docente e técnico além de profissionais de programação visual. O lci consiste em um espaço de iniciação dos estudantes nas dinâmicas e rotinas do mercado de trabalho prestando-se à condição de locus de experimentação e aprendizagem de técnicas e métodos voltados ao exercício profissional no universo da comunicação. O lci presta serviços a unidades da uerj assim como à comunidade externa organizando eventos acadêmicos e não-acadêmicos estabelecendo estratégias de comunicação e de assessoria de imprensa trabalhando em produção gráfica e em produção em ambientes web. Atua na construção desenvolvimento e condução de estratégias e ações de comunicação organizacional integrada digital 360º levadas a cabo pelo próprio lci e pela direção da fcs. Tais ações digitais constituem hoje importante atividade do laboratório que absorveu tal tarefa a partir sobretudo da pandemia de covid-19 com o cenário de cotidiano remoto exigindo respostas digitais das instituições. O lci também participa na gestão do fluxo de informação e conteúdo no site da fcs. Dessa forma nosso alcance e impacto é tanto interno na unidade e na uerj quando externo no diálogo com a sociedade fluminense e seus públicos interessados na universidade. Este projeto busca ampliar e potencializar as ações em curso enxergando em projetos de extensão uma oportunidade valiosa de aprendizado para nossos estudantes em uma experiência que oferece em retorno informação de qualidade para além dos muros da fcs e da uerj.","Luiza Barboza Da Cruz"
"OBSERVATÓRIO SOCIAL DO FUTEBOL","O projeto visa consolidar o observatório social do futebol com o objetivo de divulgação científica dos diversos modelos de associativismo torcedor no futebol profissional no século xxi. Pretendemos quantificar classificar e monitorar representações e práticas associativas torcedoras midiaticamente retratadas para assim comunicar de modo interativo e acessível com a comunidade externa os dados produzidos por pesquisas científicas. O projeto é organizado em três eixos articulados em torno do fenômeno do associativismo torcedor: 1) violência e segurança esportiva; 2) clubes e ações políticas de torcedores; 3) coletivos e torcidas lgbtqiapn+ antirracistas de mulheres e de pessoas com deficiência (pcds). Pretende-se ampliar para a comunidade externa as produções desenvolvidas pelo observatório social do futebol que partem do interesse em produzir um conhecimento científico teoricamente orientado empiricamente fundamentado e politicamente comprometido com o debate de um fenômeno caro ao nosso país como o futebol. O observatório pretende empreender esforços para elaborar materiais de acesso público linguagem acessível e de formatos inovadores traduzindo os resultados das pesquisas no desenvolvimento de mapas infografias e relatórios de difusão tornando-os atrativos ao público mais amplo e aos profissionais da mídia esportiva. Espera-se colaborar na formulação de políticas públicas e diagnósticos técnicos no campo do associativismo torcedor e consolidar redes e articulações entre a universidade sociedade e poder público.","Leda Maria Da Costa"
"LABORATÓRIO DE PUBLICIDADE PROPAGANDA E MARKETING PARA NEGÓCIOS DE IMPACTO","Lppm: laboratório de criação de publicidade propaganda e marketing para empreendedores de impacto em comunidades do estado do rio de janeiro operado por alunos com orientação docente. Fazemos parcerias com redes comunitárias e organizações do terceiro setor voltadas para comunidades ofertando os serviços gratuitos de conceito do negócio público alvo criação de identidade de marca campanha e peças publicitárias de modo a contribuir para o sucesso destes empreendedores trazendo práticas de conteúdo publicitário pouco exploradas nas ementas curriculares para os alunos e prestando desta forma um serviço voltado para a comunidade o meio ambiente e a sociedade como um todo. O llpm tem cunho inovador e é o único laboratório universitário no estado do rio de janeiro com esta proposta. Objetiva-se aumentar este ano a projeção externa para nossa universidade com este laboratório de cunho social agora que já estamos em pleno funcionamento fazendo manuais de marca produtos de comunicação integrada e orientação de divulgação focada em negócios de periferia. Este biênio estaremos adicionando um novo serviço consultoria jurídica para registro de marca.","Maria Cecilia Trannin"
"O PAPEL DA FOTOGRAFIA","O papel da fotografia é um projeto que propõe uma reflexão teóricoprática sobre representação identidade e memória a partir de arquivos pessoais de retratos de família e do desenvolvimento de um conhecimento sobre os fundamentos da fotografia. A ênfase será o resgate de fotografias analógicas dos álbuns de família e na produção de retratos e autorretratos construídos a partir da reflexão sobre as imagens dos acervos familiares. Haverá também a elaboração de modos de apresentação sob a forma de fotolivros ou de fotofilmes. Por meio de um processo de formação em três etapas resgate e análise dos retratos de família impressos em papel criação de autorretratos e a construção de fotolivros/fotofilmes– o projeto visa produzir junto com as turmas e os professores das escolas públicas as memórias sociais e arquitetônica das comunidades onde os estudantes e a escola estão integrados. A intenção é ver emergir dessa experiência uma narrativa alternativa aos discursos hegemônicos que tratam das periferias.Os trabalhos desenvolvidos pelos participantes serão conectados com as perspectivas poético políticas do contemporâneo e contarão com a colaboração de artistas pesquisadores e professores convidados durante o desenvolvimento das oficinas e cursos no intuito de realizar ao final do processo uma exposição com os trabalhos desenvolvidos.","Leandro Pimentel Abreu"
"MERGULHANDO - A COMUNICAÇÃO ALÉM DA SUPERFÍCIE","O mergulhando é um projeto que integra a produção do laboratório de audio (audiolab) da uerj. O objetivo principal é publicizar e expandir o conhecimento produzido pelas pesquisas dos professores da faculdade de comunicação da uerj (fcs). Através do podcast “mergulhando” usamos a linguagem sonora para elaborar episódios sobre a investigação os projetos e os saberes que cada um dos docentes da faculdade possui e produz. O mergulhando tem como slogan: a comunicação além da superfície. A ideia é ir a fundo em cada uma das pesquisas dos docentes apresentando os desdobramentos dessas investigações com uma linguagem coloquial e com os recursos sonoros como vinhetas e músicas pilares da linguagem radiofônica. O material completo das entrevistas fica disponível no site do audiolab e da fcs possibilitando amplo acesso. A versão editada será divulgada através do podcast. Nos últimos anos o audiolab vem inovando e produzindo novos formatos em mídia sonora congruentes à ideia de convergência. Acreditamos que a importância e a relevância da mídia sonora neste cenário vão democratizar o acesso ao que é investigado na universidade bem como aproximar a comunidade dos desdobramentos de cada pesquisa e reforçar a compreensão da função dos pesquisadores e da comunicação no nosso cotidiano. A faculdade de comunicação possui 3 departamentos. São 17 professores no departamento de relações públicas 15 de depart. De jornalismo e 8 no depart. De teoria da comunicação. Os 40 docentes atuam em 10 laboratórios nos 2 cursos oferecidos pela faculdade: jornalismo e relações públicas no programa de pós-graduação e nas duas especializações: jornalismo esportivo e jornalismo cultural. Toda produção e pesquisa presente nesses cursos e coordenadas pelos professores são temas dos programas. Com esse projeto instigamos uma reflexão e aproximação das temáticas pesquisadas do grande público através da democratização do ensino pelos meios digitais tão presentes no cotidiano atual.","Filipe Fernandes Ribeiro Mostaro"
"JOURNAL OF SEDIMENTARY ENVIRONMENTS","A divulgação científica é a forma de facilitar o acesso ao conhecimento científico para toda a sociedade. A ciência desenvolve-se para dar resposta a problemas e questionamentos da sociedade sendo por isso importante divulgar os resultados científicos para a sociedade à medida em que estes vão sendo adquiridos ou que as pesquisas vão sendo elaboradas. O journal of sedimentary environments (jse) é um jornal da uerj publicado com a colaboração da springer que divulga trabalhos científicos internacionais na área da sedimentologia e estratigrafia. Porém a linguagem com que os trabalhos são publicados nem sempre é acessível e a sua leitura nem sempre é fácil para não especialista ou estudiosos desta área. Assim pretende-se desenvolver um projeto de jornalismo científico que facilite a formação educativa do cidadão por meio da leitura acessível de trabalhos publicados no jse e sobre temas selecionados. O projeto visa gerar ferramentas de conexão entre ciência e os cidadãos incentivando o interesse pela leitura e pesquisa de temáticas cientificas.","Maria Virgínia Alves Martins"
